ALS|GLON(deg)|GLAT(deg)
 6724|  129.18|   -0.39
 6726|  129.23|   -0.58
 6727|  129.08|    0.15
 6730|  129.42|   -1.39
 6725|  128.42|    3.33
 6729|  128.68|    2.14
 6732|  129.67|   -2.54
 6731|  129.01|    0.59
 6733|  129.22|   -0.31
 6734|  129.39|   -1.08
 6735|  129.42|   -1.22
 6736|  129.47|   -1.42
 6737|  129.82|   -2.95
 6738|  129.42|   -0.86
 6739|  129.44|   -0.95
 6743|  130.70|   -6.71
 6740|  129.46|   -0.95
17134|  129.30|   -0.17
 6741|  129.30|   -0.17
 6747|  131.08|   -8.40
 6742|  129.43|   -0.74
 6746|  130.84|   -7.27
 6744|  129.40|   -0.58
 6748|  129.49|   -0.91
17687|  129.58|   -1.34
 6745|  128.74|    2.58
 6749|  129.53|   -1.01
 6750|  129.51|   -0.90
 6751|  129.88|   -2.58
 6752|  129.61|   -1.29
 6753|  129.48|   -0.66
 6755|  129.68|   -1.47
 6756|  129.61|   -1.12
 6757|  129.54|   -0.80
 6754|  129.17|    0.88
 6758|  129.59|   -0.95
 6762|  130.50|   -5.04
 6759|  129.43|   -0.18
 6760|  129.72|   -1.51
17682|  129.79|   -1.82
 6763|  130.34|   -4.32
 6761|  129.86|   -2.11
 6764|  129.63|   -1.01
 6768|  130.74|   -6.04
 6766|  129.70|   -1.34
 6765|  129.59|   -0.80
 6767|  129.64|   -0.99
 6769|  128.92|    2.38
17686|  129.81|   -1.42
 6770|  129.72|   -0.85
17678|  130.26|   -3.20
16696|  131.99|  -10.74
 6771|  129.46|    0.41
 6773|  130.36|   -3.59
 6772|  129.91|   -1.57
 6776|  131.49|   -8.03
 6774|  129.19|    2.06
 6775|  129.18|    2.16
 6781|  131.53|   -7.97
19731|  294.73|  -48.36
 6777|  129.43|    1.12
 6778|  129.76|   -0.26
 6779|  129.84|   -0.61
 6780|  129.28|    1.91
 6782|  129.85|   -0.51
17685|  130.01|   -1.05
 6784|  130.43|   -2.76
 6783|  129.88|   -0.41
 6785|  130.00|   -0.70
 6786|  130.32|   -2.01
 6787|  130.24|   -1.59
 6788|  130.11|   -0.96
 6790|  130.19|   -1.26
 6789|  129.58|    1.30
17679|  130.59|   -2.89
 6791|  129.56|    1.46
 6792|  129.68|    1.09
 6793|  131.48|   -6.39
 6794|  131.57|   -6.71
19542|  132.64|  -10.93
 6795|  130.83|   -3.50
 6796|  130.25|   -1.03
 6798|  131.59|   -6.51
 6797|  130.30|   -1.16
 6799|  130.65|   -2.37
 6802|  130.36|   -1.13
 6800|  130.05|    0.13
 6801|  130.06|    0.11
 6805|  131.75|   -6.69
 6803|  129.99|    0.53
 6804|  129.62|    2.13
 6806|  129.81|    1.39
 6807|  130.34|   -0.73
 6808|  130.53|   -1.42
 6809|  130.92|   -2.95
 6810|  130.16|    0.20
 6811|  130.09|    0.56
 6812|  130.14|    0.39
 6814|  130.71|   -1.94
 6813|  130.14|    0.38
 6816|  130.70|   -1.81
16380|  129.85|    1.65
 6815|  129.45|    3.28
 6817|  130.77|   -2.01
 6818|  129.90|    1.73
 6819|  130.05|    1.21
 6820|  131.35|   -3.93
 6822|  131.55|   -4.71
 6821|  130.07|    1.24
 6823|  130.61|   -0.79
 6824|  131.07|   -2.58
 6826|  131.70|   -4.99
 6825|  130.35|    0.36
16540|  128.77|    6.55
 6827|  130.45|    0.06
 6828|  131.80|   -5.20
17681|  130.91|   -1.72
 6829|  130.83|   -1.31
 6830|  131.61|   -4.09
 6831|  130.88|   -1.18
 6832|  130.29|    1.14
 6833|  130.80|   -0.73
 6834|  130.08|    2.09
 6835|  129.75|    3.43
 6836|  131.15|   -1.83
 6842|  132.05|   -5.22
 6841|  131.80|   -4.27
 6838|  130.65|    0.13
16407|  136.03|  -19.48
 6837|  130.51|    0.68
 6839|  130.67|    0.07
 6843|  130.77|   -0.28
 6840|  130.46|    0.92
 6844|  131.08|   -1.42
 6845|  131.35|   -2.44
16689|  131.20|   -1.75
 6847|  130.73|    0.04
 6846|  130.34|    1.54
16541|  130.80|   -0.14
 6848|  131.11|   -1.28
 6849|  131.08|   -1.17
 6851|  133.12|   -8.64
 6853|  133.65|  -10.59
 6850|  131.34|   -2.00
 6852|  132.23|   -5.30
 6854|  131.57|   -2.79
16690|  130.90|   -0.28
17684|  131.17|   -1.22
18169|  131.03|   -0.66
 6855|  130.58|    1.04
 6856|  131.34|   -1.53
 6857|  131.48|   -2.01
 6858|  130.81|    0.53
 6859|  131.38|   -1.56
 6861|  131.83|   -2.96
 6867|  132.96|   -7.04
 6868|  132.96|   -7.04
 6864|  131.76|   -2.70
14580|  130.73|    1.08
 6863|  131.29|   -0.93
 6860|  130.13|    3.29
 6862|  130.70|    1.22
18170|  131.41|   -1.30
 6870|  131.31|   -0.96
 6866|  130.65|    1.48
 6869|  130.60|    1.67
 6865|  130.18|    3.20
 6871|  130.90|    0.61
 6872|  132.03|   -3.43
 6873|  131.48|   -1.35
 6876|  132.26|   -4.04
 6874|  131.11|    0.11
 6877|  131.34|   -0.67
 6875|  131.06|    0.32
 6878|  131.15|    0.01
18171|  131.58|   -1.38
 6879|  130.91|    1.07
16542|  133.19|   -6.97
 6880|  131.79|   -2.02
 6886|  132.91|   -5.87
 6882|  131.44|   -0.69
 6881|  130.52|    2.58
 6884|  131.81|   -1.95
 6885|  131.73|   -1.67
 6883|  131.70|   -1.57
 6887|  131.67|   -1.40
17598|  132.48|   -4.23
 6888|  130.57|    2.58
 6889|  130.86|    1.56
16691|  131.48|   -0.61
17599|  131.60|   -0.95
 6890|  131.36|   -0.10
 6891|  131.70|   -1.27
 6892|  131.49|   -0.49
 6893|  131.28|    0.37
 6894|  130.84|    1.92
14581|  133.22|   -6.32
 6895|  133.22|   -6.30
 6896|  133.22|   -6.30
 6899|  132.98|   -5.39
 6900|  132.33|   -3.06
 6897|  131.25|    0.71
 6898|  131.34|    0.39
19896|  134.17|   -9.31
17633|  132.80|   -4.47
 6901|  132.92|   -4.90
18172|  131.48|    0.09
 6905|  133.04|   -5.16
 6903|  132.24|   -2.41
 6906|  132.08|   -1.81
 6904|  131.43|    0.44
 6902|  130.78|    2.64
 6908|  132.47|   -3.11
 6907|  131.51|    0.23
 6910|  131.64|   -0.10
 6913|  133.56|   -6.56
 6909|  130.86|    2.56
 6912|  131.23|    1.42
 6911|  130.55|    3.72
 6914|  131.65|    0.03
 6915|  131.19|    1.70
14643|  135.30|  -11.91
17600|  132.93|   -4.10
14583|  132.39|   -2.20
 6916|  133.04|   -4.35
14582|  131.23|    1.69
 6917|  132.13|   -1.22
17334|  143.52|  -34.14
 6919|  131.98|   -0.63
 6918|  130.72|    3.59
 6921|  132.69|   -2.91
 6920|  130.32|    4.99
 6923|  132.83|   -3.06
 6924|  132.73|   -2.75
 6926|  133.20|   -4.23
 6925|  133.03|   -3.65
 6922|  131.43|    1.58
 6927|  131.97|   -0.12
 6929|  131.90|    0.26
 6928|  131.14|    2.74
16692|  132.77|   -2.53
 6931|  132.92|   -2.94
 6930|  130.98|    3.38
 6932|  132.56|   -1.71
 6933|  133.63|   -5.17
 6934|  133.16|   -3.58
 6935|  133.11|   -3.40
 6937|  133.44|   -4.28
 6938|  132.91|   -2.57
 6940|  132.68|   -1.76
 6939|  132.68|   -1.76
 6936|  131.68|    1.45
 6941|  132.18|   -0.12
 6942|  132.25|   -0.30
 6944|  132.81|   -2.05
 6943|  131.81|    1.18
18173|  132.85|   -2.02
 6946|  132.33|   -0.30
 6945|  131.44|    2.53
18129|  131.58|    2.14
 6949|  133.99|   -5.26
 6947|  131.12|    3.79
 6951|  133.41|   -3.30
 6953|  133.51|   -3.57
 6955|  133.96|   -4.99
 6954|  133.96|   -4.99
 6948|  130.27|    6.52
 6957|  133.67|   -4.01
 6950|  130.65|    5.41
 6956|  132.60|   -0.64
 6952|  130.93|    4.61
 6958|  133.61|   -3.65
 6959|  133.80|   -4.22
17601|  133.69|   -3.86
 6960|  133.41|   -3.01
 6962|  133.57|   -3.45
 6965|  134.53|   -6.40
 6964|  134.53|   -6.40
 6963|  133.52|   -3.26
 6966|  133.66|   -3.66
 6968|  133.71|   -3.79
 6967|  132.94|   -1.39
 6969|  133.51|   -3.10
 6972|  133.65|   -3.48
 6961|  130.19|    7.12
 6973|  133.27|   -2.28
 6971|  132.56|   -0.10
 6975|  134.23|   -5.18
 6970|  131.82|    2.20
 6974|  133.10|   -1.71
 6979|  134.49|   -5.92
 6977|  132.74|   -0.55
 6980|  133.44|   -2.64
 6976|  131.70|    2.69
 6982|  133.91|   -3.99
 6981|  132.85|   -0.74
 6984|  134.09|   -4.46
 6985|  134.11|   -4.51
 6983|  133.30|   -2.04
 6986|  133.50|   -2.61
 6987|  133.54|   -2.73
 6978|  129.87|    8.38
 6988|  133.07|   -1.26
 6990|  134.99|   -7.02
 6991|  134.99|   -7.02
 6994|  135.24|   -7.77
 6993|  135.24|   -7.77
 6989|  133.87|   -3.61
 6992|  133.82|   -3.43
 6995|  133.63|   -2.86
 6996|  134.21|   -4.54
 7001|  134.69|   -5.91
 7000|  134.69|   -5.91
 6999|  133.22|   -1.45
 6997|  132.07|    2.03
 7003|  134.64|   -5.65
 7002|  134.64|   -5.65
 7004|  134.40|   -4.93
 6998|  131.30|    4.38
19897|  137.48|  -13.82
 7005|  134.33|   -4.63
 7008|  134.93|   -6.38
 7007|  134.93|   -6.38
16693|  133.68|   -2.63
14644|  134.55|   -5.18
 7009|  134.20|   -4.10
 7010|  133.95|   -3.34
 7006|  131.95|    2.63
 7011|  133.21|   -1.05
 7013|  134.67|   -5.35
18130|  132.46|    1.24
 7014|  134.00|   -3.29
 7016|  134.58|   -4.96
 7015|  134.13|   -3.61
 7019|  134.28|   -4.01
 7012|  130.95|    5.81
 7020|  134.28|   -3.99
 7018|  134.03|   -3.26
 7017|  133.87|   -2.77
 7021|  134.06|   -3.29
 7022|  133.45|   -1.45
 7025|  134.37|   -4.15
 7023|  134.12|   -3.40
 7024|  134.12|   -3.40
16694|  133.86|   -2.65
 7027|  134.51|   -4.46
 7026|  133.00|   -0.03
16861|  275.35|  -60.82
 7031|  133.94|   -2.73
 7028|  133.47|   -1.33
 7029|  134.46|   -4.21
 7030|  134.38|   -3.93
 7032|  134.38|   -3.91
 7034|  134.44|   -4.08
 7037|  134.50|   -4.22
 7035|  134.26|   -3.51
 7036|  134.37|   -3.83
 7033|  133.36|   -0.87
 7038|  134.00|   -2.72
 7039|  134.44|   -3.98
 7040|  134.51|   -4.16
 7041|  134.48|   -4.04
 7042|  134.31|   -3.51
 7045|  133.81|   -2.02
 7044|  133.63|   -1.51
 7043|  133.38|   -0.78
 7046|  133.47|   -1.01
17097|  134.45|   -3.82
 7047|  133.66|   -1.54
 7048|  134.46|   -3.84
 7068|  134.43|   -3.72
 7049|  134.44|   -3.73
 7054|  134.89|   -5.01
 7053|  134.55|   -4.01
 7051|  133.86|   -2.03
 7056|  134.63|   -4.26
 7055|  134.53|   -3.96
 7057|  134.49|   -3.83
 7052|  133.16|    0.04
 7060|  134.80|   -4.64
 7058|  134.80|   -4.63
 7050|  132.05|    3.27
18131|  134.60|   -4.04
18166|  134.10|   -2.60
 7061|  134.46|   -3.56
 7059|  133.65|   -1.25
 7062|  134.11|   -2.54
 7063|  134.63|   -4.03
 7064|  134.63|   -4.00
 7067|  134.94|   -4.87
 7065|  134.34|   -3.13
 7069|  134.48|   -3.53
20049|  134.55|   -3.74
 7070|  134.54|   -3.69
 7071|  134.48|   -3.53
19712|  134.56|   -3.74
17098|  134.55|   -3.68
18167|  134.10|   -2.38
18132|  132.72|    1.56
20051|  134.59|   -3.77
17099|  134.60|   -3.78
 7072|  133.60|   -0.93
 7074|  134.72|   -4.10
20055|  134.58|   -3.71
 7075|  134.78|   -4.28
 7066|  132.18|    3.13
 7073|  133.68|   -1.12
17100|  134.60|   -3.74
17101|  134.63|   -3.81
17144|  134.61|   -3.76
17102|  134.62|   -3.78
 7077|  134.46|   -3.33
20052|  134.62|   -3.76
20062|  134.59|   -3.70
17145|  134.61|   -3.73
17146|  134.61|   -3.74
20059|  134.60|   -3.72
20057|  134.61|   -3.73
17147|  134.62|   -3.76
17148|  134.62|   -3.73
 7076|  133.80|   -1.42
17103|  134.60|   -3.68
17152|  134.61|   -3.73
18133|  133.72|   -1.18
17151|  134.61|   -3.72
17149|  134.62|   -3.75
17150|  134.61|   -3.72
19511|  133.73|   -1.20
17154|  134.63|   -3.73
17155|  134.62|   -3.73
17158|  134.62|   -3.71
17153|  134.62|   -3.72
20060|  134.62|   -3.72
17104|  134.70|   -3.67
17157|  134.63|   -3.72
17156|  134.63|   -3.73
20048|  134.62|   -3.69
17159|  134.64|   -3.73
 7078|  134.64|   -3.73
17105|  134.65|   -3.74
17160|  134.64|   -3.72
17161|  134.64|   -3.71
20063|  134.64|   -3.72
17162|  134.65|   -3.74
17163|  134.65|   -3.73
17165|  134.65|   -3.73
17164|  134.65|   -3.73
17106|  134.64|   -3.67
 7079|  134.06|   -2.04
17166|  134.66|   -3.73
 7080|  134.65|   -3.69
 7082|  134.25|   -2.51
 7081|  133.81|   -1.27
17167|  134.71|   -3.77
 7084|  134.69|   -3.71
 7083|  133.68|   -0.85
19512|  133.87|   -1.35
 7086|  135.01|   -4.55
17439|  140.79|  -19.96
14645|  136.26|   -8.01
 7085|  133.54|   -0.40
 7088|  134.59|   -3.36
 7089|  134.86|   -4.10
 7087|  133.55|   -0.38
 7090|  134.16|   -2.04
 7091|  133.80|   -0.92
 7092|  134.92|   -4.05
 7093|  134.80|   -3.71
19515|  134.18|   -1.97
 7094|  133.85|   -1.01
 7095|  133.96|   -1.27
 7100|  135.10|   -4.42
16697|  134.78|   -3.49
 7099|  134.24|   -1.98
 7097|  133.79|   -0.71
 7098|  133.79|   -0.71
 7103|  135.27|   -4.81
 7096|  132.80|    2.05
 7102|  134.02|   -1.33
 7101|  134.02|   -1.33
 7109|  135.48|   -5.35
 7108|  135.48|   -5.35
 7107|  135.31|   -4.88
 7104|  134.76|   -3.35
 7106|  134.94|   -3.85
 7110|  135.13|   -4.35
 7105|  134.03|   -1.28
 7113|  134.99|   -3.89
 7111|  133.84|   -0.71
19960|  121.65|   18.51
 7112|  134.02|   -1.20
 7114|  135.01|   -3.93
 7115|  135.00|   -3.89
 7116|  135.01|   -3.90
18134|  134.60|   -2.75
17168|  134.86|   -3.45
 7118|  135.01|   -3.85
 7117|  134.15|   -1.46
 7119|  134.81|   -3.21
 7121|  135.03|   -3.83
 7120|  134.11|   -1.26
17107|  134.97|   -3.60
20050|  134.98|   -3.60
17136|  134.99|   -3.62
17108|  134.98|   -3.59
17109|  134.98|   -3.58
20053|  134.99|   -3.61
 7123|  135.19|   -4.13
 7122|  134.91|   -3.37
 7124|  135.08|   -3.82
17110|  135.00|   -3.59
17174|  135.00|   -3.59
17137|  135.01|   -3.63
17138|  134.99|   -3.57
 7126|  134.97|   -3.50
 7127|  134.94|   -3.41
 7125|  134.26|   -1.55
17141|  135.01|   -3.59
 7128|  135.01|   -3.59
17139|  135.01|   -3.57
17111|  135.01|   -3.59
17140|  135.01|   -3.58
20058|  135.02|   -3.58
17112|  135.02|   -3.59
17142|  135.02|   -3.58
17113|  135.01|   -3.55
17114|  135.04|   -3.63
17115|  135.04|   -3.61
 7129|  134.33|   -1.67
17116|  135.04|   -3.60
17143|  135.04|   -3.60
17117|  135.04|   -3.61
20061|  135.02|   -3.56
 7130|  134.21|   -1.32
20056|  135.04|   -3.56
17118|  135.00|   -3.46
17119|  135.06|   -3.59
20054|  135.05|   -3.58
 7133|  135.50|   -4.79
17170|  135.01|   -3.44
 7132|  134.63|   -2.41
 7134|  134.73|   -2.62
 7137|  135.10|   -3.61
17169|  134.92|   -3.10
 7136|  134.74|   -2.61
 7144|  134.74|   -2.59
 7131|  131.66|    5.76
 7138|  135.12|   -3.61
 7135|  133.48|    0.85
17171|  135.17|   -3.72
17172|  135.09|   -3.49
17120|  135.11|   -3.54
 7139|  134.99|   -3.20
 7140|  135.09|   -3.45
14760|  140.78|  -18.20
19514|  134.36|   -1.47
 7141|  135.05|   -3.31
19749|  225.39|  -69.74
 7143|  135.36|   -4.14
 7142|  133.88|   -0.07
 7145|  135.05|   -3.23
 7146|  134.81|   -2.57
 7147|  135.05|   -3.17
17096|  135.13|   -3.35
19728|  135.11|   -3.29
 7148|  134.57|   -1.81
18135|  134.31|   -1.12
 7149|  135.12|   -3.27
 7150|  135.41|   -4.05
 7152|  135.06|   -3.04
 7151|  134.42|   -1.31
 7154|  135.87|   -5.17
 7156|  134.85|   -2.39
 7158|  135.38|   -3.79
 7157|  135.20|   -3.30
 7153|  133.31|    1.77
 7155|  134.16|   -0.51
18168|  134.57|   -1.59
 7159|  135.31|   -3.53
 7160|  134.66|   -1.71
 7164|  134.92|   -2.39
 7161|  134.59|   -1.52
 7163|  134.50|   -1.27
 7166|  135.38|   -3.59
 7162|  133.74|    0.79
 7168|  135.27|   -3.25
 7165|  133.55|    1.33
 7170|  135.41|   -3.60
 7169|  135.28|   -3.26
 7171|  135.25|   -3.16
 7172|  135.25|   -3.16
17273|  157.03|  -45.99
 7173|  135.25|   -3.10
 7167|  132.47|    4.27
19513|  134.65|   -1.50
 7175|  134.93|   -2.18
 7176|  135.62|   -3.93
 7174|  133.49|    1.68
 7179|  135.77|   -4.31
 7177|  135.16|   -2.71
 7178|  135.54|   -3.70
 7182|  135.79|   -4.32
 7180|  134.19|   -0.08
 7181|  134.66|   -1.33
 7183|  135.45|   -3.37
19961|  133.91|    0.70
 7190|  134.47|   -0.77
 7185|  135.43|   -3.25
 7187|  135.48|   -3.38
 7186|  134.97|   -2.02
 7188|  135.37|   -3.07
 7189|  135.46|   -3.30
 7191|  135.47|   -3.31
 7196|  136.28|   -5.40
 7184|  133.21|    2.63
 7197|  136.28|   -5.39
 7195|  135.69|   -3.85
 7193|  134.90|   -1.76
 7192|  134.51|   -0.73
 7198|  135.48|   -3.23
 7194|  134.23|    0.02
 7200|  135.53|   -3.30
 7201|  135.53|   -3.30
 7199|  134.37|   -0.24
 7204|  136.34|   -5.34
 7203|  133.84|    1.17
 7205|  135.62|   -3.41
 7202|  132.65|    4.32
 7207|  135.42|   -2.86
19516|  134.91|   -1.52
 7206|  134.99|   -1.74
 7208|  135.37|   -2.71
 7209|  135.06|   -1.86
 7210|  135.61|   -3.27
14856|  267.12|  -62.24
16695|  133.85|    1.38
 7211|  133.92|    1.25
 7212|  134.61|   -0.45
 7214|  135.29|   -2.17
 7215|  136.65|   -5.64
 7213|  134.54|   -0.23
 7216|  135.77|   -3.34
 7217|  135.95|   -3.77
 7218|  137.46|   -7.58
 7219|  137.46|   -7.58
19517|  135.21|   -1.84
18136|  134.53|   -0.11
15972|  159.69|  -47.39
17602|  135.75|   -3.17
 7221|  135.13|   -1.50
 7227|  135.47|   -2.28
 7222|  133.77|    2.15
 7224|  135.98|   -3.38
 7223|  134.98|   -0.83
 7226|  135.26|   -1.50
 7228|  135.87|   -3.01
15304|  134.33|    0.86
 7231|  136.18|   -3.78
 7230|  136.03|   -3.40
 7225|  134.36|    0.82
16673|  134.47|    0.56
 7229|  134.47|    0.56
 7232|  135.58|   -2.21
 7233|  135.63|   -2.30
 7235|  136.13|   -3.55
 7234|  135.00|   -0.69
 7237|  136.10|   -3.40
 7238|  135.77|   -2.57
 7244|  136.66|   -4.77
 7240|  135.99|   -3.10
 7236|  134.18|    1.43
 7241|  135.99|   -3.09
18137|  135.98|   -3.04
 7243|  135.89|   -2.83
 7242|  135.23|   -1.14
 7246|  135.86|   -2.70
15306|  134.48|    0.76
 7239|  133.78|    2.52
15307|  134.47|    0.83
15308|  134.44|    0.91
 7245|  133.92|    2.20
 7247|  134.17|    1.60
 7248|  135.95|   -2.81
 7250|  137.27|   -6.06
15309|  134.58|    0.68
 7249|  134.62|    0.58
15310|  134.60|    0.68
 7251|  133.79|    2.71
 7255|  136.03|   -2.79
 7256|  136.12|   -3.02
 7253|  134.76|    0.36
 7258|  136.29|   -3.36
15311|  134.55|    0.91
 7257|  135.87|   -2.32
 7254|  133.86|    2.65
 7252|  132.80|    5.25
 7259|  134.79|    0.38
 7261|  135.66|   -1.72
 7262|  136.00|   -2.56
 7264|  135.15|   -0.43
 7260|  133.88|    2.70
15312|  134.58|    1.00
 7267|  136.05|   -2.59
 7263|  134.41|    1.45
 7265|  134.61|    0.96
 7266|  134.58|    1.04
 7275|  136.47|   -3.54
15313|  134.64|    0.94
 7272|  135.20|   -0.42
 7268|  134.59|    1.07
 7277|  135.89|   -2.10
 7269|  134.63|    0.99
 7270|  134.70|    0.81
 7271|  134.47|    1.41
 7274|  134.64|    1.00
 7276|  134.68|    0.91
 7273|  134.03|    2.52
 7278|  134.31|    1.82
 7280|  136.22|   -2.81
 7279|  134.68|    1.00
 7287|  136.20|   -2.70
 7281|  134.71|    0.94
 7284|  135.45|   -0.87
 7282|  134.72|    0.93
 7283|  134.72|    0.92
15315|  134.71|    0.96
 7290|  136.16|   -2.56
 7288|  135.48|   -0.92
 7286|  134.91|    0.47
 7285|  134.73|    0.93
15316|  134.73|    0.94
 7289|  134.77|    0.86
 7294|  136.09|   -2.33
15317|  134.78|    0.87
 7291|  134.67|    1.11
 7300|  137.09|   -4.73
 7301|  137.09|   -4.73
 7296|  135.78|   -1.55
15318|  134.75|    0.94
 7292|  134.79|    0.86
 7297|  136.27|   -2.74
15319|  134.70|    1.08
16675|  134.79|    0.87
 7293|  134.77|    0.92
 7295|  134.76|    0.96
15320|  134.77|    0.95
 7304|  136.27|   -2.66
 7298|  134.78|    0.94
 7299|  134.78|    0.95
 7302|  135.33|   -0.38
 7305|  136.76|   -3.79
15321|  134.76|    1.03
 7303|  134.77|    1.01
 7306|  136.16|   -2.31
19097|  134.85|    0.84
 7308|  135.90|   -1.68
 7307|  135.56|   -0.85
 7309|  136.31|   -2.63
 7311|  136.32|   -2.66
 7312|  136.32|   -2.65
 7314|  136.32|   -2.63
 7315|  136.38|   -2.74
 7310|  134.84|    0.95
15322|  134.84|    0.96
 7313|  134.60|    1.57
16676|  134.94|    0.77
19962|  221.70|  -67.34
15323|  134.91|    0.84
 7317|  136.31|   -2.50
19102|  134.96|    0.96
 7316|  134.90|    0.92
 7319|  135.44|   -0.33
 7324|  137.06|   -4.19
 7321|  136.06|   -1.82
 7322|  136.06|   -1.82
 7318|  133.93|    3.29
 7320|  134.91|    0.95
 7326|  136.04|   -1.69
15325|  134.90|    1.06
 7325|  134.80|    1.31
 7323|  133.64|    4.08
 7328|  135.70|   -0.78
 7327|  134.52|    2.05
 7329|  135.31|    0.19
 7330|  136.44|   -2.50
 7331|  135.75|   -0.84
 7333|  134.98|    1.05
 7332|  134.17|    3.00
17440|  143.84|  -18.95
 7335|  136.60|   -2.59
 7337|  136.90|   -3.28
 7334|  132.34|    7.42
 7338|  136.51|   -2.30
 7336|  134.74|    1.86
 7339|  135.42|    0.30
 7340|  135.31|    0.61
 7342|  136.44|   -2.02
 7341|  134.53|    2.46
17603|  136.63|   -2.33
 7344|  137.60|   -4.57
 7345|  137.04|   -3.25
 7343|  135.99|   -0.80
19963|  135.81|   -0.32
15326|  135.34|    0.88
 7346|  134.27|    3.37
 7347|  135.79|   -0.11
 7348|  135.10|    1.50
 7349|  135.46|    0.75
 7354|  136.76|   -2.22
 7353|  136.71|   -2.09
 7352|  135.92|   -0.27
 7350|  134.72|    2.52
 7356|  136.57|   -1.70
 7357|  135.88|   -0.08
 7355|  135.57|    0.62
 7359|  137.16|   -2.99
 7358|  135.50|    0.83
 7351|  132.69|    7.24
 7360|  136.39|   -1.16
 7361|  136.84|   -2.13
 7363|  136.95|   -2.33
 7362|  135.78|    0.36
 7364|  135.50|    1.02
 7365|  135.85|    0.26
 7366|  136.58|   -1.39
 7367|  135.50|    1.11
 7368|  136.42|   -0.95
 7369|  136.79|   -1.78
16190|  170.76|  -52.21
 7370|  136.15|   -0.26
15799|  288.96|  -45.82
 7371|  135.88|    0.42
 7372|  137.33|   -2.70
 7373|  135.68|    1.09
 7376|  137.70|   -3.44
 7377|  136.47|   -0.62
 7374|  135.68|    1.15
 7375|  135.67|    1.16
 7379|  135.92|    0.63
 7378|  135.70|    1.13
 7380|  135.89|    0.76
 7381|  135.78|    1.03
 7384|  137.59|   -2.98
 7382|  135.86|    0.91
 7385|  135.97|    0.71
 7386|  136.07|    0.55
 7387|  135.23|    2.45
 7383|  132.81|    7.74
 7392|  141.54|  -11.31
 7389|  137.04|   -1.50
 7391|  137.32|   -2.08
 7388|  134.47|    4.23
 7390|  136.03|    0.80
 7393|  137.17|   -1.68
 7396|  138.48|   -4.44
 7395|  137.32|   -1.90
 7394|  135.90|    1.23
19964|  143.75|  -15.51
 7398|  137.73|   -2.73
 7399|  137.41|   -2.01
 7397|  136.13|    0.80
16543|  138.51|   -4.35
 7400|  135.60|    2.05
 7402|  136.07|    1.08
 7401|  135.65|    1.99
 7403|  137.44|   -1.85
 7406|  137.82|   -2.60
 7404|  136.63|   -0.02
 7405|  136.63|   -0.02
 7409|  137.29|   -1.37
 7407|  136.02|    1.36
16849|  191.81|  -60.57
 7408|  136.77|   -0.25
 7410|  138.00|   -2.88
 7412|  138.00|   -2.85
 7413|  135.50|    2.63
 7420|  141.99|  -11.15
 7414|  137.68|   -2.01
 7416|  137.84|   -2.34
 7415|  137.54|   -1.71
 7417|  137.65|   -1.94
 7419|  137.67|   -1.93
 7411|  133.10|    7.81
 7421|  137.30|   -1.11
 7424|  137.55|   -1.62
 7422|  136.84|   -0.09
 7418|  135.48|    2.82
 7423|  136.60|    0.43
 7426|  137.47|   -1.34
 7427|  136.07|    1.69
 7425|  135.57|    2.75
 7436|  140.96|   -8.63
 7437|  141.87|  -10.48
 7429|  136.62|    0.53
 7435|  139.10|   -4.70
 7428|  135.56|    2.83
 7431|  137.09|   -0.39
 7433|  137.83|   -1.97
 7430|  136.44|    1.00
 7434|  136.66|    0.56
 7432|  136.00|    1.98
 7438|  135.82|    2.41
 7439|  137.80|   -1.74
 7440|  137.69|   -1.46
 7441|  138.35|   -2.80
 7445|  139.49|   -5.18
 7443|  137.87|   -1.75
 7442|  137.87|   -1.75
 7444|  137.86|   -1.72
