#    |              BAT_NAME|     RA|    DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#    |                      |    deg|    deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log  |           |           |
 102|SWIFT J0201.0-0648    | 30.270| -6.822|   38.22|NGC788                        |                               | 30.2769| -6.8155|   77.51|   74.99|   80.88|  0.0|1.82|1.74|1.90|      2.60| 0.0130| 43.5|           |         50|Sy2                 
 103|SWIFT J0202.4+6824A   | 30.659| 68.337|    7.25|LEDA89913                     |                               | 30.5720| 68.3620|   14.77|    8.87|   22.59|  0.0|1.73|0.56|3.14|      0.20| 0.0110| 42.6|           |         70|Unknown AGN         
 104|SWIFT J0202.4+6824B   | 30.607| 68.408|    8.82|LEDA137972                    |                               | 30.3850| 68.4061|    7.04|    0.00|   17.65|  0.0|0.71|0.00|0.00|      0.20| 0.0150| 42.5|           |         70|Unknown AGN         
 105|SWIFT J0203.1-2359    | 30.741|-24.001|    7.18|RBS273                        |                               | 30.7537|-24.0367|    9.96|    8.04|   11.78|  0.0|2.42|1.91|3.08|      0.20| 0.1780| 44.9|           |         40|Sy1.5               
 106|SWIFT J0206.2-0019    | 31.576| -0.271|   11.83|Mrk1018                       |                               | 31.5666| -0.2914|   24.27|   21.64|   26.85|  0.0|1.82|1.56|2.10|      0.80| 0.0420| 44.0|           |         40|Sy1.2               
 107|SWIFT J0207.0+2931    | 31.748| 29.502|   10.35|LEDA8076                      |                               | 31.7592| 29.5128|   20.23|   17.65|   22.75|  0.0|1.82|1.51|2.16|      0.60| 0.1090| 44.8|           |         40|Sy1                 
 108|SWIFT J0208.4-7428A   | 31.630|-74.538|    4.67|1WGA J0206.7-7427             |                               | 31.6904|-74.4626|    7.60|    5.79|    9.20|  0.0|3.24|2.50|4.32|      0.90|       |     |           |        180|HMXB                
 109|SWIFT J0208.4-7428B   | 31.911|-74.421|    7.29|RX J0209.6-7427               |                               | 32.4010|-74.4520|    4.86|    1.83|    7.86|  0.0|1.90|0.00|5.22|      0.80|       |     |           |        180|HMXB                
 110|SWIFT J0208.2+4452    | 31.970| 44.851|    4.69|UGC1609                       |                               | 31.9649| 44.8438|    6.98|    4.96|    8.97|  0.0|2.54|1.98|3.34|      1.70| 0.0210| 42.8|           |         70|Unknown AGN         
 111|SWIFT J0208.5-1738    | 32.173|-17.627|    5.85|2MASSJ02083494-1739347        |                               | 32.1455|-17.6594|   11.13|    8.62|   13.71|  0.0|1.90|1.42|2.43|      0.60| 0.1290| 44.6|           |         40|Sy1.2               
 112|SWIFT J0209.5-1010    | 32.371|-10.158|    5.73|ARP 318                       |                               | 32.3805|-10.1585|   15.18|   12.02|   18.44|  0.0|1.41|0.85|1.98|      0.70|       |     |           |        140|Compact group of gal
 113|SWIFT J0209.7+5226    | 32.402| 52.446|   32.60|LEDA138501                    |                               | 32.4058| 52.4443|   55.63|   53.48|   57.62|  0.0|2.15|2.05|2.26|      0.50| 0.0490| 44.5|           |         40|Sy1                 
 114|SWIFT J0211.1-4944    | 32.738|-49.715|    6.92|Fairall377                    |                               | 32.7189|-49.6985|    9.75|    7.85|   11.50|  0.0|2.16|1.67|2.81|      1.00| 0.0480| 43.7|           |         50|Sy2                 
 115|SWIFT J0213.7+5147    | 33.553| 51.772|    9.25|2MASXJ02141794+5144520        |                               | 33.5747| 51.7478|   13.65|   11.84|   15.32|  0.0|2.58|2.19|3.04|      1.30| 0.0490| 43.8|           |         80|Beamed AGN          
 116|SWIFT J0214.6-0049    | 33.701| -0.777|    5.49|Mrk590                        |                               | 33.6400| -0.7670|   10.68|    8.01|   13.15|  0.0|1.84|1.21|2.60|      0.40| 0.0260| 43.2|           |         40|Sy1.5               
 117|SWIFT J0214.9-6432    | 33.728|-64.501|    8.29|RBS295                        |                               | 33.6557|-64.5014|   12.76|   10.64|   14.71|  0.0|1.92|1.55|2.35|      0.60| 0.0740| 44.2|           |         40|Sy1                 
 118|SWIFT J0215.6-1301    | 33.908|-12.989|    6.16|3C62                          |                               | 33.9062|-12.9918|   15.89|   13.12|   18.51|  0.0|1.45|0.99|1.92|      0.70| 0.1470| 44.9|           |         50|Sy2                 
 119|SWIFT J0216.3+5128    | 34.044| 51.443|    9.47|2MASSJ02162672+5125251        |                               | 34.1113| 51.4237|   16.83|   14.63|   18.91|  0.0|1.98|1.63|2.38|      0.60| 0.4220| 46.0|           |         50|Sy2                 
 120|SWIFT J0218.0+7348    | 34.383| 73.808|   15.50|[HB89]0212+735                |                               | 34.3784| 73.8257|   34.98|   32.55|   37.29|  0.0|1.55|1.37|1.73|      1.70| 2.3670| 48.1|           |         80|Beamed AGN          
 121|SWIFT J0222.6+5222    | 35.652| 52.363|    5.43|1RXSJ022206.0+522112          |                               | 35.5258| 52.3523|    6.55|    5.06|    7.90|  0.0|2.90|2.21|3.98|      1.30| 0.2000| 44.8|           |         40|Sy1                 
 122|SWIFT J0222.3+2509    | 35.609| 25.154|    7.79|2MASXJ02223523+2508143        |                               | 35.6468| 25.1374|   15.44|   12.80|   18.61|  0.0|1.93|1.54|2.36|      1.80| 0.0620| 44.1|           |         70|Unknown AGN         
 123|SWIFT J0223.4+4551    | 35.873| 45.814|    6.90|2MASXJ02233309+4549162        |                               | 35.8879| 45.8212|   14.55|   11.99|   17.63|  0.0|1.75|1.29|2.25|      0.70| 0.0610| 44.1|           |         50|Sy2                 
 124|SWIFT J0225.0-2312    | 36.233|-23.245|    7.53|LEDA2823078                   |                               | 36.2612|-23.2133|   11.59|    9.49|   14.14|  0.0|2.22|1.75|2.81|      0.40| 0.2320| 45.2|           |         40|Sy1.5               
 125|SWIFT J0225.0+1847    | 36.257| 18.805|   14.15|RBS0315                       |                               | 36.2695| 18.7802|   31.37|   28.46|   34.84|  0.0|1.73|1.51|1.95|      1.80| 2.6900| 48.2|           |         80|Beamed AGN          
 126|SWIFT J0225.8-6315    | 36.372|-63.234|    7.65|Fairall296                    |                               | 36.2876|-63.2240|   10.68|    8.76|   13.01|  0.0|2.11|1.71|2.59|      2.00| 0.0580| 43.9|           |         50|Sy1.9               
 127|SWIFT J0226.4-2821    | 36.608|-28.338|    6.63|AM0224-283                    |                               | 36.6070|-28.3497|   12.04|    9.47|   14.36|  0.0|1.84|1.36|2.38|      0.30| 0.0590| 44.0|           |         40|Sy1.2               
 128|SWIFT J0227.0+2346    | 36.762| 23.754|    5.90|MCG+4-6-43                    |                               | 36.7275| 23.7997|    9.57|    7.01|   11.90|  0.0|2.26|1.62|3.12|      1.70| 0.0330| 43.3|           |         40|Sy1                 
 129|SWIFT J0228.1+3118    | 37.054| 31.327|   33.69|Mrk1040                       |                               | 37.0603| 31.3117|   62.22|   59.56|   64.59|  0.0|2.09|2.00|2.19|      2.90| 0.0160| 43.5|           |         40|Sy1.5               
 130|SWIFT J0230.2-0900    | 37.500| -9.049|    8.28|Mrk1044                       |                               | 37.5227| -8.9979|   11.87|    9.70|   13.84|  0.0|2.47|2.04|2.99|      0.90| 0.0160| 42.8|           |         40|Sy1                 
 131|SWIFT J0231.6-3645    | 37.961|-36.691|   11.62|IC1816                        |                               | 37.9625|-36.6721|   21.00|   18.80|   23.54|  0.0|1.76|1.51|2.02|      0.80| 0.0170| 43.1|           |         40|Sy1.8               
 132|SWIFT J0232.8+2020    | 38.188| 20.290|   13.85|QSOB0229+200                  |                               | 38.2026| 20.2882|   23.46|   21.19|   26.08|  0.0|2.28|2.00|2.59|      1.30| 0.1390| 45.0|           |         80|Beamed AGN          
 133|SWIFT J0234.1+3233    | 38.579| 32.504|   22.14|NGC973                        |                               | 38.5838| 32.5056|   48.41|   45.81|   51.43|  0.0|1.81|1.68|1.94|      1.90| 0.0160| 43.4|           |         50|Sy2                 
 134|SWIFT J0234.6-0848    | 38.661| -8.789|   17.36|NGC985                        |                               | 38.6574| -8.7876|   30.21|   27.98|   32.79|  0.0|2.10|1.92|2.29|      3.40| 0.0430| 44.1|           |         40|Sy1.5               
 135|SWIFT J0235.3-2934    | 38.828|-29.627|   10.67|ESO416-2                      |                               | 38.8061|-29.6047|   21.21|   18.29|   23.36|  0.0|1.67|1.37|1.98|      0.60| 0.0590| 44.2|           |         50|Sy1.9               
 136|SWIFT J0238.2-5213    | 39.564|-52.204|   18.59|ESO198-24                     |                               | 39.5821|-52.1923|   31.99|   29.46|   33.85|  0.0|1.77|1.62|1.93|      1.00| 0.0450| 44.1|           |         50|Sy1.9               
 137|SWIFT J0238.5-6119    | 39.697|-61.312|    6.58|2MASXJ02384313-6117227        |                               | 39.6796|-61.2896|   10.19|    7.70|   12.03|  0.0|1.92|1.41|2.54|      0.60| 0.0540| 43.8|           |         50|Sy2                 
 138|SWIFT J0238.8-4039    | 39.717|-40.669|   10.30|LEDA74091                     |                               | 39.7040|-40.6439|   15.13|   12.80|   16.84|  0.0|2.10|1.78|2.46|      0.10| 0.0610| 44.1|           |         50|Sy1.9               
 139|SWIFT J0240.5+6118    | 40.163| 61.239|   15.45|LS I +61 303                  |                               | 40.1319| 61.2293|   31.91|   28.95|   34.09|  0.0|1.73|1.53|1.93|      0.70|       |     |           |        180|HMXB                
 140|SWIFT J0241.3-0816    | 40.286| -8.238|   14.96|NGC1052                       |                               | 40.2700| -8.2558|   31.39|   28.60|   34.23|  0.0|1.74|1.54|1.95|      0.80| 0.0050| 42.2|           |         80|Beamed AGN          
 141|SWIFT J0241.6+0711    | 40.401|  7.162|    7.80|Mrk595                        |                               | 40.3954|  7.1872|   14.70|   12.03|   17.42|  0.0|2.02|1.61|2.50|      1.10| 0.0270| 43.3|           |         40|Sy1.5               
 142|SWIFT J0242.0+0516    | 40.434|  5.179|    5.10|IRAS02394+0457                |                               | 40.5158|  5.1684|   11.70|    8.33|   15.13|  0.0|1.45|0.72|2.24|      0.20| 0.0690| 44.1|           |         50|Sy2                 
 143|SWIFT J0242.2+0531    | 40.562|  5.522|    5.54|RHS15                         |                               | 40.5610|  5.5100|   10.13|    7.53|   12.78|  0.0|2.15|1.53|3.00|      0.50| 0.0690| 44.0|           |         40|Sy1                 
 144|SWIFT J0242.6+0000    | 40.664| -0.004|   18.26|NGC1068                       |                               | 40.6696| -0.0133|   37.90|   35.67|   40.39|  0.0|1.82|1.67|1.98|      4.40| 0.0030| 42.0|           |         50|Sy1.9               
 145|SWIFT J0243.9+5324    | 41.050| 53.412|    4.54|LEDA2442097                   |                               | 41.0125| 53.4745|    6.99|    5.27|    8.91|  0.0|2.29|1.54|3.29|      0.60| 0.0360| 43.3|           |         50|Sy2                 
 146|SWIFT J0244.7-2433    | 41.139|-24.497|    3.95|ESO479-31                     |                               | 41.1989|-24.5139|    7.46|    5.46|    9.67|  0.0|1.79|0.99|2.72|      0.40| 0.0230| 42.9|           |         60|LINER               
 147|SWIFT J0244.8+6227    | 41.247| 62.469|   51.17|Q0241+622                     |                               | 41.2404| 62.4685|   92.09|   90.23|   94.16|  0.0|1.99|1.93|2.05|      2.50| 0.0490| 44.7|           |         40|Sy1.2               
 148|SWIFT J0245.2+1047    | 41.323| 10.771|    8.05|4C+10.08                      |                               | 41.3061| 10.7897|   18.30|   15.86|   21.01|  0.0|1.70|1.27|2.18|      0.90| 0.0700| 44.3|           |         80|Beamed AGN          
 149|SWIFT J0249.1+2627    | 42.215| 26.504|   12.19|LEDA89928                     |                               | 42.2472| 26.5109|   29.01|   25.35|   32.76|  0.0|1.62|1.36|1.89|      1.70| 0.0570| 44.3|           |         50|Sy2                 
 150|SWIFT J0250.4+4648    | 42.587| 46.806|   11.54|2MASXJ02502722+4647295        |                               | 42.6133| 46.7915|   20.57|   17.75|   23.47|  0.0|2.10|1.83|2.40|      0.90| 0.0210| 43.3|           |         50|Sy1.9               
 151|SWIFT J0251.3+5441    | 42.667| 54.720|   10.48|LEDA166445                    |                               | 42.6775| 54.7049|   24.59|   21.41|   27.85|  0.0|1.67|1.42|1.93|      0.90| 0.0150| 43.1|           |         50|Sy2                 
 152|SWIFT J0250.7+4142    | 42.709| 41.691|    5.44|NGC1106                       |                               | 42.6688| 41.6715|   15.49|   11.80|   19.27|  0.0|1.45|1.06|1.88|      3.00| 0.0140| 42.8|           |         50|Sy2                 
 153|SWIFT J0251.6-1639    | 42.925|-16.668|    9.76|NGC1125                       |                               | 42.9180|-16.6510|   16.23|   13.20|   18.77|  0.0|2.13|1.81|2.50|      1.00| 0.0110| 42.6|           |         50|Sy2                 
 154|SWIFT J0252.1-6758    | 43.198|-67.983|    5.21|2MASXJ02513173-6803059        |                               | 42.8826|-68.0515|    6.07|    3.25|    8.48|  0.0|2.00|0.98|6.03|      1.60| 0.3670| 45.4|           |         70|Unknown AGN         
 155|SWIFT J0252.3+4312    | 43.132| 43.221|    7.03|LEDA90641                     |                               | 43.1418| 43.1674|   14.35|   10.92|   17.23|  0.0|1.94|1.54|2.39|      0.40| 0.0510| 43.9|           |         30|Galaxy Cluster      
 156|SWIFT J0252.7-0822    | 43.111| -8.503|   13.77|MCG-2-8-14                    |                               | 43.0975| -8.5104|   25.00|   21.81|   27.67|  0.0|2.05|1.82|2.29|      0.70| 0.0160| 43.2|           |         50|Sy2                 
 157|SWIFT J0255.2-0011    | 43.811| -0.184|   34.31|NGC1142                       |                               | 43.8008| -0.1836|   74.31|   72.12|   77.62|  0.0|1.73|1.64|1.82|      0.80| 0.0280| 44.1|           |         50|Sy2                 
 158|SWIFT J0256.2+1925    | 44.029| 19.428|   17.84|XY Ari                        |                               | 44.0375| 19.4414|   30.48|   28.72|   33.13|  0.0|2.40|2.20|2.62|      0.80|       |     |           |         90|CV                  
 159|SWIFT J0256.4-3212    | 44.100|-32.198|   16.30|ESO417-6                      |                               | 44.0898|-32.1856|   31.13|   29.32|   33.88|  0.0|1.74|1.56|1.92|      1.60| 0.0160| 43.2|           |         50|Sy2                 
 160|SWIFT J0259.0+1334    | 44.751| 13.551|    7.22|ABELL 401                     |                               | 44.7373| 13.5823|    8.64|    7.80|    9.88|  0.0|4.54|3.75|5.68|      1.10|       |     |           |         30|Galaxy Cluster      
 161|SWIFT J0259.9+4419    | 44.958| 44.267|    6.62|2MASXJ02593756+4417180        |                               | 44.9065| 44.2884|   13.53|   11.56|   16.49|  0.0|1.93|1.46|2.49|      0.30| 0.0020| 41.0|           |         70|Unknown AGN         
 162|SWIFT J0300.0-1048    | 45.021|-10.824|   14.39|MCG-2-8-38                    |                               | 45.0180|-10.8246|   27.51|   24.72|   30.37|  0.0|1.91|1.69|2.15|      0.60| 0.0320| 43.8|           |         40|Sy1.5               
 163|SWIFT J0304.1-0108    | 45.971| -1.114|   18.06|NGC1194                       |                               | 45.9546| -1.1037|   36.22|   33.14|   39.37|  0.0|1.86|1.70|2.03|      1.70| 0.0130| 43.1|           |         50|Sy2                 
 164|SWIFT J0308.5-7251    | 47.029|-72.815|   10.09|ESO31-8                       |                               | 46.8972|-72.8340|   16.38|   13.94|   18.88|  0.0|1.90|1.60|2.22|      1.00| 0.0270| 43.4|           |         50|Sy1.9               
 165|SWIFT J0308.2-2258    | 47.029|-22.958|    7.45|NGC1229                       |                               | 47.0449|-22.9608|   13.75|   11.10|   16.48|  0.0|1.89|1.52|2.28|      1.60| 0.0360| 43.6|           |         50|Sy2                 
 166|SWIFT J0311.1+3241    | 47.737| 32.693|    6.53|2MASXJ03104435+3239296        |                               | 47.6850| 32.6580|   12.24|    9.45|   15.12|  0.0|2.18|1.74|2.72|      0.90| 0.1270| 44.7|           |         40|Sy1                 
 167|SWIFT J0311.5-2045    | 47.824|-20.758|   13.60|HE0309-2057                   |                               | 47.8284|-20.7717|   23.06|   20.82|   25.52|  0.0|2.03|1.79|2.29|      0.70| 0.0670| 44.4|           |         40|Sy1.2               
 168|SWIFT J0311.8-7653    | 47.759|-76.870|    6.89|[HB89]0312-770                |                               | 47.9802|-76.8641|   10.47|    8.41|   12.71|  0.0|1.98|1.50|2.55|      0.40| 0.2230| 45.1|           |         80|Beamed AGN          
 169|SWIFT J0311.9+5032    | 48.032| 50.518|    5.84|2MASXJ03120291+5029147        |                               | 48.0123| 50.4874|   10.35|    8.07|   12.83|  0.0|2.14|1.60|2.82|      2.10| 0.0620| 43.9|           |         40|Sy1.5               
 170|SWIFT J0312.9+4121    | 48.257| 41.291|    5.69|QSOB0309+411                  |                               | 48.2580| 41.3330|   15.20|   12.26|   18.42|  0.0|1.58|1.07|2.11|      0.30| 0.1360| 44.8|           |         80|Beamed AGN          
 171|SWIFT J0317.2+0116    | 49.279|  1.272|    8.72|UGC2638                       |                               | 49.2592|  1.2550|   15.47|   12.63|   17.51|  0.0|2.08|1.71|2.51|      0.70| 0.0230| 43.3|           |         50|Sy2                 
 172|SWIFT J0318.7+6828    | 49.611| 68.466|    8.08|2MASXJ03181899+6829322        |                               | 49.5791| 68.4921|   18.82|   15.78|   20.99|  0.0|1.51|1.18|1.85|      0.90| 0.0900| 44.5|           |         50|Sy2                 
 173|SWIFT J0319.7+4132    | 49.947| 41.507|   67.34|NGC1275                       |                               | 49.9507| 41.5117|   82.64|   81.17|   83.69|  0.0|3.82|3.73|3.92|      3.80| 0.0170| 43.7|           |         80|Beamed AGN          
 174|SWIFT J0324.8+3410    | 51.210| 34.166|   10.48|1H0323+342                    |                               | 51.1715| 34.1794|   27.31|   23.90|   29.75|  0.0|1.62|1.33|1.93|      0.60| 0.0610| 44.3|           |         80|Beamed AGN          
 175|SWIFT J0325.0-4154    | 51.277|-41.916|    6.00|LEDA12773                     |                               | 51.2595|-41.9048|    7.27|    5.50|    8.59|  0.0|2.57|2.03|3.27|      0.60| 0.0580| 43.7|           |         40|Sy1                 
 176|SWIFT J0324.9+4044    | 51.368| 40.712|    6.85|LEDA97012                     |                               | 51.3051| 40.6985|   18.68|   15.23|   22.28|  0.0|1.57|1.16|1.99|      0.60| 0.0470| 44.0|           |         50|Sy2                 
 177|SWIFT J0325.6-0907    | 51.401| -9.142|    4.60|SWIFT J0325.6-0907            |                               | 51.3915| -9.1194|   12.05|    8.61|   15.67|  0.0|1.40|0.76|2.06|      0.20|       |     |           |         10|U1                  
 178|SWIFT J0326.0-5633    | 51.470|-56.526|    6.62|2MASXJ03252346-5635443        |                               | 51.3480|-56.5957|    8.49|    6.28|   10.84|  0.0|2.06|1.52|2.72|      0.70| 0.0600| 43.8|           |         80|Beamed AGN          
 179|SWIFT J0328.4-2846    | 52.162|-28.722|    6.45|LEDA738553                    |                               | 52.1522|-28.6989|   11.56|    8.99|   14.28|  0.0|1.89|1.44|2.37|      1.70| 0.1080| 44.5|           |         50|Sy2                 
